num_epochs,train_losses,train_accs
200,0.06818384746384751,0.16393442622950818
200,0.06210952410932447,0.22814207650273224
200,0.05850267638274229,0.2568306010928962
200,0.05589685430292223,0.30191256830601093
200,0.05382268904336815,0.37841530054644806
200,0.05203407709715796,0.37841530054644806
200,0.05021601557080212,0.4494535519125683
200,0.04881707501541721,0.4262295081967213
200,0.04821210953055835,0.4521857923497268
200,0.045965149754383525,0.4685792349726776
200,0.04555845879466156,0.46174863387978143
200,0.04579375773831144,0.43579234972677594
200,0.044496966352879676,0.4521857923497268
200,0.04376190689092126,0.4959016393442623
200,0.044116054890585725,0.5122950819672131
200,0.0428540695234726,0.4959016393442623
200,0.0420774983578041,0.476775956284153
200,0.041967714907693084,0.4959016393442623
200,0.043000319290682265,0.5068306010928961
200,0.04199241940441027,0.5122950819672131
200,0.039930164976849584,0.5423497267759563
200,0.04138469956611675,0.5081967213114754
200,0.03952722047847477,0.523224043715847
200,0.039661854098403386,0.5368852459016393
200,0.03988980033684298,0.5245901639344263
200,0.03967967206011704,0.5095628415300546
200,0.039744806582810446,0.5040983606557377
200,0.039395982450474806,0.5163934426229508
200,0.038836057313153004,0.5450819672131147
200,0.039397697956835634,0.5191256830601093
200,0.03844850294576968,0.5519125683060109
200,0.03896860957471399,0.5491803278688525
200,0.03906563095382003,0.5409836065573771
200,0.037416239416664415,0.5300546448087432
200,0.03678459604906906,0.5532786885245902
200,0.03829370919472533,0.5068306010928961
200,0.03615824023231131,0.5669398907103825
200,0.03821960726722342,0.5368852459016393
200,0.03607011981349174,0.5628415300546448
200,0.03602713924613807,0.5642076502732241
200,0.03601718201337616,0.5710382513661202
200,0.03762845817159434,0.5437158469945356
200,0.035947732912386704,0.569672131147541
200,0.036834028167802776,0.5437158469945356
200,0.036874958889080524,0.5737704918032787
200,0.03670205754009101,0.5491803278688525
200,0.03652029675864131,0.5505464480874317
200,0.037447335045845784,0.546448087431694
200,0.03505385353591273,0.5806010928961749
200,0.03412993398846173,0.5956284153005464
200,0.03453529117211618,0.5846994535519126
200,0.03529046435173743,0.5942622950819673
200,0.03503591343353355,0.5642076502732241
200,0.03601924203784088,0.5587431693989071
200,0.03586516297254406,0.5628415300546448
200,0.03374104845067842,0.6120218579234973
200,0.03372226028494496,0.5983606557377049
200,0.03421462201029877,0.5737704918032787
200,0.034643301302618015,0.5901639344262295
200,0.03441358223313191,0.5737704918032787
200,0.03375009695688883,0.6092896174863388
200,0.03336211648143706,0.5901639344262295
200,0.0336791861578415,0.5942622950819673
200,0.03462002878306342,0.592896174863388
200,0.03400529693058931,0.6010928961748634
200,0.033230824141554496,0.5997267759562842
200,0.03399138022315958,0.6010928961748634
200,0.03387292063301378,0.6092896174863388
200,0.03243980259517503,0.6161202185792349
200,0.0331962435134773,0.6133879781420765
200,0.033220351963746744,0.6079234972677595
200,0.03422050593329257,0.5724043715846995
200,0.0333951592771082,0.6133879781420765
200,0.0312012455176786,0.6379781420765027
200,0.03118517661029524,0.6530054644808743
200,0.03254063777584847,0.6079234972677595
200,0.03312742693828103,0.6024590163934426
200,0.032285225928806865,0.6284153005464481
200,0.03267347161235705,0.6297814207650273
200,0.031833657475768544,0.6407103825136612
200,0.03237482302827262,0.6379781420765027
200,0.03322241019681503,0.592896174863388
200,0.031130366882339854,0.6516393442622951
200,0.03210470927217619,0.6598360655737705
200,0.031516983616547506,0.6079234972677595
200,0.029400814507828384,0.6707650273224044
200,0.031873499109445376,0.6379781420765027
200,0.03165039029277739,0.6338797814207651
200,0.031148627237544035,0.6297814207650273
200,0.031408132425422876,0.6256830601092896
200,0.03111946704934855,0.6229508196721312
200,0.030826545071080735,0.6530054644808743
200,0.03164496944576013,0.5901639344262295
200,0.031137402998945102,0.6543715846994536
200,0.0305900866868066,0.6366120218579235
200,0.029427394678032463,0.6653005464480874
200,0.030778455278261112,0.6284153005464481
200,0.02919866136514424,0.6734972677595629
200,0.0297506597361278,0.6516393442622951
200,0.02966090165526489,0.6530054644808743
200,0.03063290366709558,0.644808743169399
200,0.030807387063412066,0.6420765027322405
200,0.029595579850217685,0.6762295081967213
200,0.029514588374909157,0.6434426229508197
200,0.028363296243010976,0.6680327868852459
200,0.031241753713680747,0.6379781420765027
200,0.028923679977818265,0.6707650273224044
200,0.03082660947992502,0.6202185792349727
200,0.029045381018372833,0.6666666666666666
200,0.029106409416172672,0.674863387978142
200,0.028265682400250045,0.6816939890710383
200,0.029536002890659812,0.6434426229508197
200,0.029755218188619353,0.6598360655737705
200,0.02992593672106175,0.6516393442622951
200,0.029801284517746805,0.6680327868852459
200,0.028080910688540975,0.6584699453551912
200,0.03008582072505534,0.6461748633879781
200,0.03004669784848156,0.6407103825136612
200,0.02824254855106437,0.639344262295082
200,0.029942178172491937,0.6666666666666666
200,0.028167533499947012,0.6789617486338798
200,0.028206034924814608,0.6912568306010929
200,0.030064088317865882,0.6543715846994536
200,0.029059849150193846,0.6639344262295082
200,0.028840775698260532,0.6830601092896175
200,0.030517556465388646,0.6721311475409836
200,0.028390113121824836,0.6666666666666666
200,0.02977186693845551,0.6366120218579235
200,0.02793412146672525,0.674863387978142
200,0.03012068113668369,0.6543715846994536
200,0.025627997403587798,0.7131147540983607
200,0.028583771299794725,0.6939890710382514
200,0.02811712433731621,0.6898907103825137
200,0.02857565578541469,0.6461748633879781
200,0.02942778398104704,0.674863387978142
200,0.029027475766796883,0.6557377049180327
200,0.027569305375625526,0.7049180327868853
200,0.02824707581697266,0.6898907103825137
200,0.028629020182161385,0.6789617486338798
200,0.028247847908832988,0.6816939890710383
200,0.02957803727499123,0.6734972677595629
200,0.027463415118514516,0.6789617486338798
200,0.028380417351514264,0.6516393442622951
200,0.02835192242281033,0.6584699453551912
200,0.027721892370552313,0.674863387978142
200,0.02829026377917639,0.657103825136612
200,0.02874261775954825,0.6871584699453552
200,0.027946441062812598,0.7076502732240437
200,0.02668007678998624,0.6762295081967213
200,0.02863495043718098,0.6734972677595629
200,0.02644558682467768,0.7076502732240437
200,0.027027210495511038,0.6885245901639344
200,0.028286634084305477,0.6680327868852459
200,0.02818376949576081,0.6666666666666666
200,0.026783186392705948,0.7103825136612022
200,0.02650562067175172,0.6912568306010929
200,0.027343657580229754,0.6912568306010929
200,0.026658961600293227,0.7062841530054644
200,0.02801520454753292,0.7021857923497268
200,0.02711533954560431,0.7049180327868853
200,0.026704939825287283,0.6939890710382514
200,0.026602455908483494,0.7158469945355191
200,0.027356561497260963,0.703551912568306
200,0.02666730356346714,0.6789617486338798
200,0.027271261632116767,0.6980874316939891
200,0.026463115883003818,0.6912568306010929
200,0.026766783471315937,0.6871584699453552
200,0.02676263223580324,0.6885245901639344
200,0.02688312107096604,0.6980874316939891
200,0.027290723200052814,0.6775956284153005
200,0.02560848868935486,0.7076502732240437
200,0.028295877934153613,0.6912568306010929
200,0.028266466950458254,0.6557377049180327
200,0.027432641044991914,0.6830601092896175
200,0.026564723969808694,0.7254098360655737
200,0.026443253612257744,0.7062841530054644
200,0.025207535246682296,0.7049180327868853
200,0.024605010295174812,0.7049180327868853
200,0.027936585369657298,0.6885245901639344
200,0.025300967807326814,0.7404371584699454
200,0.02603685766295657,0.7076502732240437
200,0.026313049138569442,0.6994535519125683
200,0.02537653501567945,0.7117486338797814
200,0.02533289676155549,0.7226775956284153
200,0.025412622208152314,0.7199453551912568
200,0.025172296768980598,0.7431693989071039
200,0.026810516995159003,0.7103825136612022
200,0.027197983339836036,0.6734972677595629
200,0.024745326346712684,0.6994535519125683
200,0.025024547358679643,0.7172131147540983
200,0.026406345715939673,0.6953551912568307
200,0.02680213765694144,0.7185792349726776
200,0.026576829901158484,0.6844262295081968
200,0.02670201976768306,0.7008196721311475
200,0.02484760494505773,0.7185792349726776
200,0.024818990725637133,0.7213114754098361
200,0.024617059960391353,0.7336065573770492
200,0.0253192368752318,0.7254098360655737
200,0.026597702030927105,0.6926229508196722
200,0.024493805209144216,0.7295081967213115
